-- A B sel_fn Y Z
1020b9a1 1a16e17f 1 f609d822 0
b22b16e9 ab948103 4 00000000 1
94721005 0d2581c8 a 00947210 0
3c3dac83 9d583404 9 a1659887 0
9185965a 0ff7370f 7 00000000 1
21c7e822 8c2bc257 8 adec2a75 0
1e735eec 1e48c400 a 1e735eec 0
949ea65a 09d25e38 1 8acc4822 0
2d1a0d04 161c6763 2 68d06820 0
91c30f93 35405374 a 0000091c 0
945cdf46 3d75b36b 7 00000000 1
05a0585b 26f63f00 7 00000001 0
875b7d5b 97af16b0 7 00000001 0
864a446e b1b87a52 4 00000001 0
869075b6 3d7b3f50 d bffb7ff6 0
0f944474 276e8ffa b 00000003 0
2a63765d b3d5d02b 3 1bb2e800 0
0ffd19ed 9da08723 3 7fe8cf68 0
1457d7f2 2e3a953c c 3e7fd7fe 0
0f8845c2 0b8dea01 8 0405afc3 0
04a71c78 07a5cf6d 8 0302d315 0
12c8756e 35992f61 8 27515a0f 0
2db21b89 93ed2186 8 be5f3a0f 0
9c6c77c9 164cb1d3 2 be480000 0
8d544bf3 803cef06 5 00000000 1
9ed8cdcd 3ce3af1c 1 61f51eb1 0
3dc37ef5 15896b03 3 ee1bf7a8 0
1558fcf4 13e8f901 e 1148f800 0
bc4e039a 1af5f860 8 a6bbfbfa 0
a1b2b001 18111c83 2 0d958008 0
bbdf18e1 184b2606 a 02ef7c63 0
36f3404f a022df1c 3 f0000000 0
a3cee3ae 99bdd0d7 8 3a733379 0
9568c4fb 9a5019b0 8 0f38dd4b 0
013a59bc 9e579a9b d 9f7fdbbf 0
2df60e84 3a1abf1e 0 6810cda2 0
19a04d0c 918bc016 e 11804004 0
33ee54bb a35c50b8 1 90920403 0
a1360b7e 9e84ba04 2 1360b7e0 0
bcd6a214 13d13516 f 10d02014 0
bdfeec9c 18f5cbb5 3 93800000 0
149202b4 8c08e5f3 5 00000000 1
a250bbba 2b3dff74 c ab7dfffe 0
2a897ed7 2b424818 9 01cb36cf 0
0e153efd bce66410 0 cafba30d 0
b9903f62 bf714c89 8 06e173eb 0
95b0bbe5 9e8b780c 8 0b3bc3e9 0
1067b8b6 1b244464 a 01067b8b 0
901ad86e 01745e69 1 8ea67a05 0
b3cb2b29 bec7a93e 3 40000000 0
2b5523e6 21360e13 8 0a632df5 0
3d3981a7 b14711d6 8 8c7e9071 0
8710fd00 94d67842 b e1c43f40 0
22a06670 adc0af7e 0 d06115ee 0
80e202de 8311737a 3 78000000 0
03579aea b890128e f 0010128a 0
bc21d4fa 3a7b5ff5 1 81a67505 0
b5dd8aff 25a2a4ac 6 00000000 1
89102a39 3a5cc78f c bb5cefbf 0
a7f30583 849ad5e0 0 2c8ddb63 0
8b9f498d 143efe95 1 77604af8 0
37d84a96 acf4f5a7 5 00000000 1
09b8bef5 804cd401 2 13717dea 0
097b0df8 2cf42b7e 9 258f2686 0
839e55b9 0fbeff09 3 3cab7200 0
85a2eece 11c98a9e 2 80000000 0
8e847d32 20affd14 8 ae2b8026 0
b3230f4c 05f9e2e4 7 00000000 1
8237d77f 1dd3ce66 4 00000001 0
bb633635 04b1c516 6 00000000 1
0e3ad9fb b2b44126 5 00000000 1
3388893c 8558c305 a 019c4449 0
a1642d49 ba24118d f a0240109 0
bac84aa5 3245d439 3 4a000000 0
a0adef53 10cf6362 f 008d6342 0
ac78e5b8 a0298634 8 0c51638c 0
1e7b2b96 28dc4c07 e 08580806 0
919fcce5 39564b62 7 00000000 1
0349de84 05c11dc3 3 1a4ef420 0
b1d789a5 10b0e655 6 00000000 1
8b5136ea 3082b41d 0 bbd3eb07 0
268c3183 bbba26e6 5 00000000 1
8a4294a4 04bd764d 8 8effe2e9 0
ada50cd1 91ba8544 3 da50cd10 0
b6f48df5 b5f0f03b b fffffff6 0
b1dceaf0 a7bb2b24 0 59981614 0
3c621d68 22ae9387 5 00000000 1
9f22b537 bd99bd85 7 00000001 0
9c0d9003 0064b986 3 036400c0 0
287f9cdd 3824c9cf b 000050ff 0
3774702d 269eac3c f 2614202c 0
ab1b1174 9ec6272e a 0002ac6c 0
02d90ba4 8bbc1fbc b 00000000 1
1f1c54d5 08f2797b e 08105051 0
1b586344 273a6e73 7 00000001 0
13464e8a 201a5d12 8 335c1398 0
a4cb619c 2ec5ea4c b fffa4cb6 0
0b45841c 3e9cab66 a 002d1610 0
99acb17e 0b7979ac 3 cb17e000 0
8ad024d5 2ab14e30 5 00000001 0
bfc7880d bbbb52b6 2 03400000 0
a8d236c8 1e084b89 0 c6da8251 0
a81cbdf8 a462c85d c ac7efdfd 0
3e00784a 1f63a75b c 3f63ff5b 0
a705b9e3 a0d39426 e a0019022 0
2952441e 131376e0 d 3b5376fe 0
b34f8229 b5f4a4ad 8 06bb2684 0
02fb87f7 39e8212a d 3bfba7ff 0
3f895e80 2efc0c4c a 0003f895 0
b3a3f42f 83c3d3f5 9 306027da 0
1077d229 2529046f 8 355ed646 0
89b0c8b8 8b903e23 6 00000001 0
364375a9 0cade97e 7 00000000 1
99abd6b3 ae1439b3 1 eb979d00 0
8b7ce344 211c6861 4 00000001 0
00d6c736 9ba4c523 2 06b639b0 0
9dd013b1 3ae02210 d bff033b1 0
0a294725 ae64906a 2 a51c9400 0
0fcd40bf bd519aa7 5 00000000 1
8619ad26 1b650411 1 6ab4a915 0
81d3b9e4 322530f3 4 00000001 0
a4abda1f 2c85191e 8 882ec301 0
09cb9aea 931b6882 4 00000000 1
975c45bf bba726c3 7 00000001 0
1df99737 3dda538d e 1dd81305 0
b5abaff8 8d660715 6 00000000 1
3edb1c67 20203356 1 1ebae911 0
9b201d7d 1211ae31 7 00000000 1
86917d2e 9b7f44d8 7 00000001 0
00bce89d 276517a0 8 27d9ff3d 0
3a0f31b9 380074db 6 00000000 1
36099915 9bfcd3d9 2 2a000000 0
b0cd150d 042e31bf 0 b4fb46cc 0
9ee734ad 973c1429 6 00000000 1
8b786f10 bf1c92a2 d bf7cffb2 0
03891fb8 0ceee572 c 0feffffa 0
289fa142 a63062b5 7 00000001 0
171b3fd8 b38dea7d a 00000000 1
38130053 047b9ccc e 00130040 0
a79e348c b6bae4d4 f a69a2484 0
a23ad712 b4b35697 b ffffff44 0
b6c97079 3d15475c 5 00000001 0
98564f6f 30d05407 e 10504407 0
8fbe1b68 b93ef827 3 df0db400 0
352c9c84 93a04ac4 f 11200884 0
1095b871 89725f3e e 00101830 0
835eccdf a09e92c9 4 00000001 0
98dae4cf 07c0f64b c 9fdaf6cf 0
2f1e368b 8591ec7a c af9ffefb 0
a731f347 8699d168 c a7b9f36f 0
84c0067d 1f85f5d0 d 9fc5f7fd 0
30887d30 b1ee9b88 5 00000000 1
0c30b377 21e92f73 c 2df9bf77 0
aa4d0d7e 14e05130 4 00000001 0
baf27888 9a9edfd9 3 10000000 0
27429b5c 3e79b278 c 3f7bbb7c 0
02fc1d9e 390485c0 3 02fc1d9e 0
8bb1f137 15ac018d 5 00000001 0
9c5c44f5 000a34a0 9 9c567055 0
89d4aa48 05563d31 f 01542800 0
322d4246 ac9674e6 0 dec3b72c 0
9274f407 2cbf2ee3 3 93a7a038 0
0107bcfa a191e719 9 a0965be3 0
b7db8a05 1798eab6 7 00000000 1
1dc318d6 2218c438 5 00000001 0
b24e421a 9229530c 2 e421a000 0
2ee9e8d9 906db6ee 1 9e7c31eb 0
8d70c3fd a2f564a0 2 8d70c3fd 0
89ee163e 9565c074 3 63e00000 0
8d10028a 32d08faa 4 00000001 0
86d3f9ea 882eb938 b ffffff86 0
95eb8e6f 9edc4109 6 00000001 0
218cf8a4 316c50a1 a 10c67c52 0
a43bb0f9 3da68aac 5 00000001 0
100152ec 1ec08882 d 1ec1daee 0
1dccbb2d b137a4b9 4 00000000 1
3649d751 3506d827 f 3400d001 0
a0b66876 9b6fd91f 5 00000000 1
8044928d 8f9137fb 0 0fd5ca88 0
19bd6d94 18cbe195 9 01768c01 0
885b02db 09f0a230 e 08500210 0
36a21b8e af35e438 7 00000001 0
bed74c37 97d6e5fb 4 00000000 1
b8bab3cd 0b321d44 b fb8bab3c 0
a3df8193 13dbd23e 2 c0000000 0
8b50f5b1 9d52749e 9 1602812f 0
bfc3db1e 39f509b9 4 00000001 0
975adf43 94794c23 3 bad6fa18 0
01dc3431 9da7960e 2 0d0c4000 0
a35b61c8 b7204ffc 3 80000000 0
b5f87b87 1e04d84a 5 00000001 0
aa2fb865 26630c6b 7 00000000 1
bada6ebe aab794ad e aa9204ac 0
bed8f214 094714c7 4 00000001 0
b9f2165a a5785cde 4 00000000 1
9551e99d a5412da1 a 4aa8f4ce 0
b92611c2 9266d6d9 a 0000005c 0
a9b3254a 2aab404d a 00054d99 0
230ceaeb 27e22036 1 fb2acab5 0
87013d90 a074703f 7 00000001 0
b8ad6fb0 aba0249a a 0000002e 0
261c44ec 09f88aff 1 1c23b9ed 0
316d0305 aedb7b69 6 00000001 0
0b708c97 848949a1 a 05b8464b 0
027a0a8e ae941420 e 02100000 0
3726d8ea 97d40700 f 17040000 0
86951d39 270871d9 d a79d7df9 0
2fa7f57f 34f7b832 1 fab03d4d 0
31d675e9 928dc5e0 0 c4643bc9 0
3179ec79 8ba92cee e 01292c68 0
8a8b7965 9c3fae70 1 ee4bcaf5 0
2989bd7d 9b80f3d7 2 be800000 0
310368f8 8de889ea b 000c40da 0
1826a033 a114c2ef b 0000304d 0
3bad3388 b6d1001f 2 00000000 1
9afd7374 9b2b069c c 9bff77fc 0
bb9d4d10 3e296a8d e 3a094800 0
aba14571 8bf6ca00 d abf7cf71 0
071c18c4 8fea7199 f 07081080 0
262fb26b b4e2999d 3 60000000 0
94965448 9e2f582e 2 95120000 0
30d3fee5 011edd7a 8 31cd239f 0
a7caa2b4 931bd84c e 830a8004 0
28fd9f4a 8bb50238 7 00000001 0
bdd4e46d 908ef265 8 2d5a1608 0
9655a27c 9198b0e5 3 cab44f80 0
aa2b04f1 030176a1 0 ad2c7b92 0
9577fdd4 96b25b71 6 00000001 0
9f726228 a4042a5a 6 00000001 0
3dc25872 369e1802 7 00000000 1
127d78df 97060d75 3 1be00000 0
bd8878ea ae66b7a6 2 621e3a80 0
ac98286e 180c3a5f 3 00000000 1
8f2c33b7 8c20c513 b fffff1e5 0
83bc33bd 884c78d7 7 00000001 0
87b979fe 03fdb674 4 00000001 0
33ffb829 0796aecf 0 3b9666f8 0
9cb73f81 17fa296e c 9fff3fef 0
a52db2ed 83b13404 6 00000000 1
231babd5 affa8ae8 2 1babd500 0
aa0dec24 3fe0fc26 9 95ed1002 0
3c4b3e33 1bba2442 1 209119f1 0
a48dca80 16f5e0a0 d b6fdeaa0 0
304c8482 a69cbdeb d b6dcbdeb 0
9a923d3c a966de61 d bbf6ff7d 0
9d6b156d 8f136ba8 f 8d030128 0
12df2205 8f012d36 f 02012004 0
359b729f bfd638e8 0 f571ab87 0
902562c6 88fe7d97 a 00000120 0
012b2374 00ea5bed 9 01c17899 0
39d80b94 9d4a36f2 c bdda3ff6 0
944e09ce a0f164bf 4 00000001 0
9f265b3b bf0793d9 c bf27dbfb 0
9a4779c5 bd03191e b fffffffe 0
a7f06115 3a5ac29e d bffae39f 0
950aca70 b5c868ee 8 20c2a29e 0
a258a92b 0ac81047 7 00000000 1
3b5738f5 b4502ed5 8 8f071620 0
110e53d6 9b77e8db 3 b0000000 0
815a60a4 87a7d6fe 0 090237a2 0
1722d060 37ddf374 2 06000000 0
192709cc 85de9a43 1 93486f89 0
81d7da4d 316511a2 1 5072c8ab 0
20507683 9fc94e2c c bfd97eaf 0
a76bdf51 bbd4e0fc 6 00000001 0
072befa1 2665ea7f 8 214e05de 0
039c282a 064ddafa 7 00000001 0
8c50f59a 8375635a b ffffffe3 0
8f1910cb 29dfa263 8 a6c6b2a8 0
3418eff8 8474630e 4 00000000 1
2ee6dca1 30c946fa 0 5fb0239b 0
b7f4d3a8 b7bcd935 0 6fb1acdd 0
2b2cd1db 02ab1731 3 a3b60000 0
0c974b5a 273eccb3 6 00000001 0
8aa852f6 b1ffcd02 d bbffdff6 0
1812469a 1adaf4a7 5 00000001 0
2083b7fe 06564e4b 9 26d5f9b5 0
8a1bc375 a60ce078 c ae1fe37d 0
36094149 34f2aa36 3 52400000 0
88e17bc4 812f797f d 89ef7bff 0
2833b38c 0e85c495 b 00000141 0
93daaa75 3647f8fd 5 00000001 0
bad311a3 84e08d3c 3 30000000 0
a441ae62 a3e11b5f f a0410a42 0
af880a62 969c04c5 7 00000000 1
37e1b7a1 ae29f601 6 00000001 0
86842142 b0ce7938 9 364a587a 0
1f22394e 8f186ee7 1 9009ca67 0
99a266d0 380fa48a 2 899b4000 0
22495d39 ba097e2e a 00008925 0
27f7d222 b227fc04 7 00000001 0
24050003 1ddd2720 2 24050003 0
90b486c2 80de5ade 5 00000000 1
988e1b8f a2480b2a 0 3ad626b9 0
8fb71acc 0c8b13b4 1 832c0718 0
00a6cad2 3197ab2b b 000014d9 0
34e3d732 aa262ba8 c bee7ffba 0
1f068d65 1fe3ebda 0 3eea793f 0
b0e90063 3cacdf49 c bceddf6b 0
1cc37264 b32cd02b 8 afefa24f 0
96c207cd 94db6496 d 96db67df 0
8e772986 9d9ea8f9 f 8c162880 0
80dc26ec 2c5b76b5 3 dd800000 0
8ffe7670 0bb9c370 2 76700000 0
0b6f62e4 129a6739 6 00000001 0
3fc9f5a8 23d2f7da 4 00000000 1
333763de 01a90610 a 00003337 0
8ce55bbe a2f6f0e5 f 80e450a4 0
8854f596 20a37c63 9 a8f789f5 0
93e42682 8cdd277a b ffffffe4 0
30c67eea bf308819 6 00000001 0
b71aed5c 913271bb d b73afdff 0
9484543c 9aec2cbd c 9eec7cbd 0
3d9c6929 802c33c9 9 bdb05ae0 0
a6e98d0c 8b7a3bef c affbbfef 0
9a96bd20 12eecf57 b ffffff35 0
3db78716 8d595aac c bdffdfbe 0
93ced1b0 91ee6b3a f 91ce4130 0
ada291d2 9581b211 9 382323c3 0
9a10ff5e 2c20a67a a 00000026 0
1eeceb34 a9109966 1 75dc51ce 0
91972aff 055fd289 3 2e55fe00 0
a242d2ec 2c5d8c94 2 2ec00000 0
0a841dea 890f76af 3 0ef50000 0
a6a313a6 83f2fd50 8 2551eef6 0
0aa323f4 8fb6b2cc c 8fb7b3fc 0
b4b909f5 0004cea4 d b4bdcff5 0
11d69e51 8ace29fa 9 9b18b7ab 0
aabc76e7 a82d619b d aabd77ff 0
b9a895b8 19b5fdbd d b9bdfdbd 0
857fe081 a133d73e f 8133c000 0
be9d3754 8d5f20bf 1 313e1695 0
b7f7f487 19f55f1f 7 00000000 1
2efedf64 1dd4f447 5 00000000 1
122ae267 3673e32b 7 00000001 0
af0431a5 956d4df0 0 44717f95 0
2b117f19 99597077 9 b2480f6e 0
054f12d5 a112bb4f 5 00000000 1
8e965250 bc3eb240 a 8e965250 0
3cd36fe6 33adaf7b 5 00000000 1
8180765d 8639ff5e 5 00000001 0
a270eecc 2460cac4 2 270eecc0 0
a8b30c80 0648abd5 0 aefbb855 0
049439df 8bdb2ef3 7 00000001 0
2fd3fdae 2c5e5749 3 a7fb5c00 0
aa5ae24a 8cb362e9 c aefbe2eb 0
14f6e3e5 17e29e83 f 14e28281 0
bdd8a6ff 8d55367e 1 30837081 0
2bb1daad 1dab3946 2 ec76ab40 0
aa3b152a 9fad73e2 f 8a291122 0
a167a55e 8981f722 7 00000000 1
baa24416 8b5e85fe b fffffffe 0
b774a82f 20780d14 e 20700804 0
a1ae3200 12efa37e 9 b341917e 0
ad4c2d4d 91658b03 e 81440901 0
03e3d051 82f99483 c 83fbd4d3 0
9d6ae964 18066b83 3 eb574b20 0
30126d31 8c06dd44 c bc16fd75 0
83783b5f 255dd16a c a77dfb7f 0
292c2d76 3c6889f1 d 3d6cadf7 0
a8b1494a 2d157e0e 0 d5c6c758 0
8bfe8554 8ef898c0 5 00000001 0
353b709b 0bb0284f 8 3e8b58d4 0
b96adf61 96491cee 0 4fb3fc4f 0
09b49252 9c99efb7 0 a64e8209 0
0adb38c9 b973420f d bbfb7acf 0
33eda3a9 111e0055 4 00000000 1
3ad336bf a854610f 3 9b5f8000 0
b44eaa50 b2946b23 4 00000000 1
9e92ec97 889a70a9 f 88926081 0
07217765 3a0b8c0b 7 00000001 0
97e7030a 0bbb5143 e 03a30102 0
25829ea9 1705e1f6 5 00000000 1
8f6d008b 0773d86e 9 881ed8e5 0
9d6bdfa5 a4c5ce62 a 275af7e9 0
179967c5 3725a27f 4 00000001 0
1edd0cb8 b3071971 8 adda15c9 0
98028c8f 23f920f5 8 bbfbac7a 0
95d78046 b2e5a470 5 00000001 0
969430f9 bc51aaab 7 00000001 0
05717281 13fd3849 2 e2e50200 0
29528347 08c28f10 e 08428300 0
bfef927d afd9a663 a 17fdf24f 0
97a242ef 954d67cd d 97ef67ef 0
b2763399 92f1d1cb f 92701189 0
3cf9f5f3 3955aca3 5 00000000 1
b0703c5c 8a8b7bc8 1 25e4c094 0
a12f0130 8f58f375 3 26000000 0
23875e55 2605aa2e d 2787fe7f 0
bb87f580 0f13daa7 9 b4942f27 0
289106a3 1821fefe 5 00000000 1
bdf448ba 8162ee68 0 3f573722 0
987efd32 a209b038 e 8008b030 0
9cf44cf0 94c8797a 2 c0000000 0
adf7dcca 35eccbf5 0 e3e4a8bf 0
16b75985 1c26b090 d 1eb7f995 0
8cf58084 1234e815 d 9ef5e895 0
093890ed 1ed6136a 0 280ea457 0
9141c34b 0066962b 2 0e1a5800 0
3b374b36 81e9c924 2 b374b360 0
1b630c63 2bf6c373 0 4759cfd6 0
9f0140a8 9e053581 b cf80a054 0
0134b035 b55ce1e9 7 00000001 0
902de922 33da9b14 2 92200000 0
b7d836d3 04f322e2 0 bccb59b5 0
268673f8 8af1e291 a 00001343 0
a88c31ee b7347cba a 0000002a 0
38761186 030ea1b7 a 00000070 0
905d0233 9112fc6b 4 00000001 0
1680d2b0 a819cc83 3 b4069580 0
34675048 074f512d 4 00000000 1
2f557404 931f29b8 7 00000001 0
00f29fe8 0ebc636f 4 00000001 0
3141d140 3889bfdd 3 00000000 1
815653c8 2d9671cc a 00081565 0
29dccb61 1c688a3e 7 00000000 1
a92d474a 27296dc3 c af2d6fcb 0
9fe5ee90 a92d6d93 f 89256c90 0
8d0a5f32 231af75c 5 00000001 0
b5736e7e 3be82a5b 2 f0000000 0
9174accf 28dc3209 f 00542009 0
91aeef19 8ab9ff10 b ffff91ae 0
2a9f8759 b5dd0e57 2 ac800000 0
29795495 3eb8deb7 9 17c18a22 0
2de06576 a237db51 e 20204150 0
05755145 9a40a084 a 00575514 0
17915525 bbb6cfa7 d bfb7dfa7 0
220f68b6 37336b7e e 22036836 0
acb6c277 02320df1 9 ae84cf86 0
83437708 b658ed6f 6 00000001 0
2f41dde5 8a5a40a5 a 017a0eef 0
19fbc881 09aa3687 5 00000000 1
9e8bf129 052d99a1 5 00000001 0
2c05c0c0 3ef06b6e 1 ed155552 0
9b2c5dd7 0a7d9652 4 00000001 0
19b24a25 bec8f5c5 a 00cd9251 0
25fc6b33 93ee34db e 01ec2013 0
a566954a bdb77f45 b fd2b34aa 0
bdb000f5 9c1f97d4 9 21af9721 0
9176e599 099165f3 3 2cc80000 0
bd0f02f7 1aadbd71 f 180d0071 0
87c01366 1530882e 6 00000000 1
b5824603 21ec3c33 5 00000001 0
14a75d19 0efa557c 9 1a5d0865 0
be32183c 3e53ba70 f 3e121830 0
1433684c 945f0d61 8 806c652d 0
37b7a7d6 a9c35f55 e 21830754 0
0c1e40e4 9d2d0fa9 2 3c81c800 0
3ed5c11a 35ca9b34 e 34c08110 0
98de878f 2d1229e4 f 08120184 0
9e7678e7 885faa37 0 26d6231e 0
95bbaa35 a063f40e 1 f557b627 0
a9aef32b 2d76efcd 0 d725e2f8 0
8933c032 2ad52295 a 00000449 0
aa401d18 9e1c0a6e a 0002a900 0
a708497f 8366c636 0 2a6f0fb5 0
a69278f0 baca9692 9 1c58ee62 0
306e6b09 a87dd275 6 00000001 0
13e40dc5 1ad954df 8 093d591a 0
a8fea3ed 09ab818e d a9ffa3ef 0
bdf3bf81 85fe1b03 a 17be77f0 0
0426ae53 2257d937 7 00000001 0
ad0ad40e 37036fbb 2 70000000 0
22ed1c19 91113d90 4 00000000 1
8603487a afe4c1e4 a 08603487 0
bd0d1295 a2f6b809 8 1ffbaa9c 0
ad63e564 37ba1fbd 5 00000001 0
aa81220c 09416e30 d abc16e3c 0
876bcc22 99e2fe97 8 1e8932b5 0
3bbbe4b9 289fc8a1 6 00000000 1
aa738e52 b41454a7 0 5e87e2f9 0
2ee72677 0ea98c8c 7 00000000 1
a7b057dc 1603cdba 0 bdb42596 0
1faca168 815aba8c 8 9ef61be4 0
1804578e b18710fa 1 667d4694 0
9516ad30 b71ef3cf 3 56980000 0
872b74d3 252fb102 c a72ff5d3 0
1653e5a4 bb9e82b3 3 2d200000 0
0f2f1140 0d6c48f5 0 1c9b5a35 0
3b329af0 3e167e66 4 00000001 0
a0aba2e2 09824857 d a9abeaf7 0
084fa0a9 29a0e92f c 29efe9af 0
ba107092 89a6d4d1 c bbb6f4d3 0
99141a4b 1e882f67 6 00000000 1
18b233c2 12c0c431 9 0a72f7f3 0
aac30305 9541a14e e 80410104 0
a20e6b78 326a523c 5 00000001 0
93ed33f0 8868f43e e 80683030 0
0a50d277 aaee2d32 7 00000001 0
9aca66f7 a29b17e6 d badb77f7 0
becc3ec1 33201113 a 000017d9 0
bb10f622 3fcb4a99 2 44000000 0
3fa842fc 8904bd04 8 b6acfff8 0
090f2e05 bf2f63d9 a 00000004 0
83b8ca5f 906f6764 4 00000001 0
83d7c776 939bd697 8 104c11e1 0
a406262e 8fc84475 8 2bce625b 0
1b834fe1 9bb484e9 a 000dc1a7 0
0a372ff3 1d5e88a3 2 51b97f98 0
baa640cf 3a00352c 4 00000001 0
9da1cdf6 3ebd5ad0 6 00000000 1
8b30167e 0e875cbe 1 7ca8b9c0 0
9672df9d 219ebc2c 5 00000001 0
bf13aa98 005416d8 c bf57bed8 0
1cfb6dbb 3b40d27f 0 583c403a 0
a433436e 1cb30e35 3 6dc00000 0
94c97f02 06ed8efa f 04c90e02 0
812f7941 1cc8ee89 f 00086801 0
8fdab307 97bbaedf 2 80000000 0
adcf1a7e 07a42eec d afef3efe 0
0dd9d69e 839ddca6 7 00000001 0
15e5e4fc 8fa0c0cd 7 00000001 0
85ea9278 9efb9763 0 24e629db 0
20a50d95 9d75770b f 00250501 0
af34b14b 183b4ba2 0 c76ffced 0
1888f8b9 2210df3c b 00000001 0
b4fa54ea 89a603ed 1 2b5450fd 0
b10805ca a9db5b54 e a1080140 0
a6a5da12 165318b7 b ffffff4d 0
2f74345f 30ba9c25 a 017ba1a2 0
2ad7b0e3 a3cf1e69 f 22c71061 0
937585c4 85b53d6e 9 16c0b8aa 0
ae25a432 86584dbc a 0000000a 0
29d29e4d 8fce4278 3 4d000000 0
9ad17c3f 88b215ab c 9af37dbf 0
01292157 a33a1e6e 9 a2133f39 0
0667296f a2a93f99 6 00000001 0
0c86e010 b6c4ddf4 8 ba423de4 0
14d0c21c 3a835d8a 7 00000001 0
a2d3865b 14c6ffa7 d b6d7ffff 0
3e032a9d bdb6ef7c 3 d0000000 0
042dca66 01c11f91 5 00000000 1
941ac909 bc68983e f 94088808 0
277112d0 ac49ddb4 5 00000000 1
0349be6c 894a2b5b 2 60000000 0
9247dc74 368c6a30 c b6cffe74 0
33ad556a b490a4f7 6 00000001 0
ad3f3430 b15671c2 d bd7f75f2 0
1ead3a76 14ea09aa 6 00000000 1
ab7d2a44 1b33d382 4 00000001 0
363bb42f bc648fbe a 00000000 1
82d20c15 8bcc2523 e 82c00401 0
93d30287 b9631c5e c bbf31edf 0
9d03be81 8c47a536 3 a0400000 0
afcf59b6 24e35e91 0 d4b2b847 0
264b160b 212be311 1 051f32fa 0
873eaa2b 0769f721 4 00000001 0
af265377 20b9aa67 8 8f9ff910 0
bf0320fd 9512f7ba 1 29f02943 0
88afcab7 827e34bf 3 80000000 0
a6a2947e 2f63e4d7 4 00000001 0
9ae8ff45 89585544 c 9bf8ff45 0
23e3770c 88991d6f 9 ab7a6a63 0
3b5cfc2a a8e853a6 0 e4454fd0 0
b1cc7e30 384d6852 f 304c6810 0
08cfaf65 39f08901 a 0467d7b2 0
a269fea2 1471bab0 e 0061baa0 0
8d9fe77f 9ed59e0e a 0002367f 0
22321dd7 bbbd6452 2 775c0000 0
aec60f5f 0a0913ff d aecf1fff 0
be9e781e 37c27d5d e 3682781c 0
806a37bc 93c799db a 00000010 0
8f23467a bd0e86c0 0 4c31cd3a 0
832336c9 9b40a637 a 00000106 0
8052f9b1 9ed27997 c 9ed2f9b7 0
9629f5e7 38c3f199 9 aeea047e 0
0c94385a 11a2d32b e 0080100a 0
9acfba82 334ecfec f 124e8a80 0
8c8143c3 9e1fd25a b ffffffe3 0
24bca267 235f97cb 0 481c3a32 0
a28c8c03 b04a6884 0 52d6f487 0
288c7d30 179c5492 b 00000a23 0
824abda2 0b962358 b ffffff82 0
2f87f39e 15727c71 d 3ff7ffff 0
9b36e393 9dc95e15 5 00000001 0
33585af8 9887ddf9 e 100058f8 0
a9956672 3be52818 4 00000001 0
2fae75c4 a75f00d8 7 00000001 0
858bce4a 0c7e53c8 0 920a2212 0
39f70c7c 9a3edbbe 3 00000000 1
a148c651 09f35c4e 1 97556a03 0
10650806 b30615a6 5 00000000 1
aaa18a53 25279196 9 8f861bc5 0
9996dd1a 093e1af4 c 99bedffe 0
9b2eabca 2e78117d e 0a280148 0
856bf2e0 bd4faf25 b fc2b5f97 0
939b90d2 0ecad24d 3 721a4000 0
ad941063 886e620e e 88040002 0
136e417c 0db035cc 5 00000000 1
019f93b7 bc5d7bd0 6 00000001 0
9e35982e abb79587 f 8a359006 0
be6312da 06e39d10 e 06631010 0
91abc80b 81314826 5 00000000 1
33b3d9bb 3855091c 9 0be6d0a7 0
3df378a1 a1b214e7 1 9c4163ba 0
b59351ef 0b3b65f6 b fffffed6 0
a1c50048 03e4b595 4 00000001 0
8f068ffc a4d0c288 7 00000001 0
27ee1efd 2334b896 0 4b22d793 0
acf7573c a296f565 b fd67bab9 0
1233919c 06199be0 6 00000000 1
0697b0ca b0ec76e7 2 4bd86500 0
8743f9c0 8fd8a6fe 4 00000001 0
0ee882fe 813e4791 b 00000774 0
a603f8ba 8fbc2d64 e 86002820 0
801cbe53 2bf2cfed 4 00000001 0
38210c5b 21db4bc5 b 01c10862 0
9daf81d6 02dc816e 2 e0758000 0
0878ca86 36acb230 5 00000001 0
25395c77 3cace7f9 c 3dbdffff 0
277614c0 bec4720d c bff676cd 0
180959c2 185ce21b 6 00000001 0
3047d740 8f336264 8 bf74b524 0
18d427ef 094f6a22 c 19df6fef 0
153e6f2a a12acdea 0 b6693d14 0
10caaa56 9167cc8b 3 5552b000 0
0076f9f5 1c9815ca 6 00000001 0
b68d869e 8e086884 2 68d869e0 0
17702431 b19d1125 d b7fd3535 0
afabfc3f 8f83b576 8 20284949 0
94daa027 a7d884b6 a 00000253 0
a2546d37 002d54cc 5 00000001 0
9b8dcd0d 04a4e72f 4 00000001 0
31283bfb 10d1817f 3 80000000 0
883455bc 827c961c 5 00000000 1
8e1bd610 bc09c702 1 d2120f0e 0
84cfba2a 93edf469 e 80cdb028 0
1b89bbd2 a06b1fa7 e 00091b82 0
21ef6124 1b8d76f0 0 3d7cd814 0
bbb3e546 9b4cfe97 5 00000000 1
a4f407ee 288bb492 2 1fb80000 0
3f0ad918 1a60ebf1 a 00001f85 0
b9803bcf acaaf6c2 0 662b3291 0
a0bc7612 321749af c b2bf7fbf 0
2dad0dc6 8c61d491 a 000016d6 0
b71e20a6 1155a657 c b75fa6f7 0
